question,answer,intent
Ankle sprain due to forced inversion of a plantar flexed foot is due to injury to,Anterior talofibular ligament,general_faq
Zones of operation theatre includes all except:,Septic zone,nutrition_advice
"A 20 year old man complains of difficulty in reading the newspaper with his right eye, three weeks after sustaining a gun shot injury to his left eye. The most likely diagnosis is:",Macular edema,general_faq
A 56 year old man is brought to the emergency depament with rapid onset of severe abdominal pain. But physical examination seemed to be out of propoion to his symptom. Acute mesenteric ischemia was diagnosed. What is the MOST common cause of acute mesenteric ischemia?,Aerial thrombosis,symptoms_diagnosis
Untrue about acute cholecystitis,Jaundice is the earliest symptom,general_faq
Fallen fragment sign is a feature of ?,Simple bone cyst,nutrition_advice
The sensation of posterior aspect of tongue is by,Glossopharyngeal nerve,general_faq
"A 56-year-old woman with diabetes, hypertension, and hyperlipidemia is found to have an A1C of 11 despite her best attempts at diet and faithfully taking her metformin and glyburide. The patient mentions that she has been unable to exercise much, partially due to severe fatigue and sleepiness in the daytime. On examination she is obese, has a full appearing posterior pharynx, clear lungs, a normal heart examination, and trace bilateral edema. Reflexes and skin are normal. Her TSH is 2.0 m/L (normal). The patient asks if there is anything else that can be done before adding another oral agent or switching to insulin. What is the best next step?",Educate the patient on sleep hygiene to ensure better rest and more energy.,nutrition_advice
What is the size of particle is rapid sand filter ?,0 .1 mm,general_faq
Which of the following diseases is not transmitted by fleas?,Plague,general_faq
Fetal blood loss occurs in :,Uterine rupture,general_faq
What will be reversible damage?,Fev1 decrease by 50 % by SABA,general_faq
"All are true about congenital rubella syndrome, except–",Cardiac abnormality,general_faq
4 drugs in AKT used because -,Decrease in resistance by mutation,medicine_info
"The child , Makes tower of 9 cubes at age of ____________",24 months,general_faq
Actinomycosis most commonly affects,Thorax,general_faq
Pseudosulcus in larynx is,Laryngopharangeal reflux,general_faq
Thinnest pa of retina,surrounding optic nerve head,general_faq
Absolute contraindications of oral contraceptive pill are all EXCEPT :,Valvular hea disease,medicine_info
True statement about obesity -,Dexenfluramine is drug of choice,general_faq
A 22 year old man presents with a solitary 2 cm space occupying lesion of mixed echogenicity in the right lobe of the liver on ultrasound examination. The rest of the liver is normal. Which of the following tests should be done next –,Ultrasound guided biopsy of the lesion,general_faq
True about Lucio's phenomenon is-,Associated with tuberculoid leprosy,general_faq
Anakinrais-,TNF a antagonist,general_faq
Excessive sexual desire in females is known as?,Nymphomania,general_faq
Sertoli cells in male secrete -,Testosterone,general_faq
Which statement regarding transmission of viral illness through homologous blood transfusion is true?,The most common viral agent transmitted via blood transfusion is HIV,general_faq
Deformity with decreased carrying angle is,Cubitus varus,general_faq
Aery forming anastomosis around surgical neck humerus -,lst pa of axillary aery,general_faq
"In which of the following state, a person is mute and akinetic, but can be awakened and even be ale?",Stupor,general_faq
"The deltoid ligament is a strong ligament. It is attached to all of the following structures, EXCEPT?",Medial malleolus,general_faq
The major purpose of Randomization in clinical trials is to -,Facilitate double blinding,general_faq
Which of the following is an indor air-pollutonts-,Carbon dioxide,general_faq
Which of the following is a feature of Vit B12 deficiency anemia?,Hypersegmented neutrophils,nutrition_advice
Rate of involution of uterus is: March 2011,0.75 cm per day,general_faq
The CSF findings in TB meningitis include –,High sugar + low protein,general_faq
All are true about Dermatitis herpetiformis EXCEPT:,The lesions are intensely itchy,general_faq
"During extraction of the upper first molar, the mesio buccal root is missing and is suspected to have been pushed into the maxillary sinus.
To determine the antral perforation what to do from the following",Blow air through the nose with nostrils closed,general_faq
"A 7 year old boy presented with sudden onset petechiae and purpura. There was a history of URTI 2 weeks back. On examination, there was no hepatosplenomegaly. He is most probably suffering from:",ALL,general_faq
Which of the following sympathetic receptors acts as vasoconstriction and vasodilatation:,Alpha 1 and Alpha 2,general_faq
H pylori is associated with of the following except?,Increased risk of peptic ulcer disease,general_faq
Hormone replacement therapy (H) is indicated in:,women with breast cancer,treatment_procedure
Haemostasis in scalp wound is best achived by -,Direct presure over the wound,general_faq
"A young male patient presents with LDL 600mg/dl, triglycerides 140 mg/dl. What would be the most likely finding on physical examination",Tendon xanthoma,general_faq
Which of the following can be prevented by screening -,Ca cervix,general_faq
"A 25 year male presented with nausea, vomiting, epigastric pain, Na+ level is 125 meq/L. Treatment start with",Give hypotonic saline,nutrition_advice
Beta-2 microglobulin is a marker for?,Multiple Myeloma,general_faq
An individual is said to be 'overweight' if his BMI is in the range of,24.0 - 26.9,general_faq
Immunohistochemistry marker of histiocytosis X,CD1a,general_faq
True abour Herpes virus,HSV 1 causes encephalitis,general_faq
Huhle cells seen in ?,Papillary carcinoma,general_faq
A gravida 3 female with kilo 2 previous 2nd trimester aboion presents at 22 weeks of gestation with funneling of cervix Most appropriate management would be:,Administer dinoprostone and bed rest,general_faq
Remnant of rostral neuropore is -,Septum transversum,general_faq
patient having inguinal mass likely diagnosis ?,anal ca.,general_faq
"All of the following are poor prognostic factors for Hodgkin's disease, Except:",Younger age,general_faq
Which of the following is not the criteria for diagnosis of Metabolic syndrome?,Hypeension,general_faq
A region is divided into 50 villages for the purpose of a survey. 10 villages are then selected randomly for the purpose of a study. This type of sampling is termed as:,Simple Random sampling,general_faq
Life span of mosquito is?,1 week,general_faq
"Air forced, or sucked in to the connective tissue and facial spaces are known as?",Empyema,general_faq
"A patient with long standing constipation enters a clinical research study. After a complete physical examination,a small intraluminal balloon is inseed through the anus to the rectum. Transducers are also inseed to measure internal and external anal sphincter pressures. Inflation of the rectal balloon causes the external anal sphincter to contract, but the internal anal sphincter, which exhibits normal tone, fails to relax and the urge to defecate is not sensed. Which of the following structures is most likely damaged?",Internal anal sphincter,general_faq
Which of the following is a contraindication for medical management of Gall stones:,Radio-opaque stones,general_faq
Cremasteric muscle is supplied by:,Genital branch of genitofemoral nerve,general_faq
Most common malignant tumor of kidney in children is:,Renal cell carcinoma,general_faq
Breast milk at room temperature stored for,4 hrs,general_faq
Excitatory Neurotransmitters are :,Acetyl choline,general_faq
Fracture of the neck of fifth metacarpal occurs in,Hangman's fracture,general_faq
The state of social dysfunction is called as:,Illness,general_faq
KF ring in Wilson's disease is seen at the level of:,Descemet's membrane,general_faq
"A patient of rectal carcinoma found to have tumor invading through the muscularis propria into the perirectal tissues, and two enlarged lymph nodes. How will you manage the patient?",Surgery only,general_faq
"The primary lateral incisors begin to calcify about
the:",4th month of life,general_faq
True about vagal nuclei are all except?,There are 4 vagal nuclei,general_faq
"Local lymph nodules are enlarged near the infected wound. Increased amount of macrophages, lymphocytes, lymphatic follicles in the coical layer and large amount of plasma cells were revealed on histological examination. What process in the lymphatic nodules represent these histological changes?",Antigen stimulation,general_faq
